Company/Brand,Sector,Amount($),HeadQuarter,Year,Investor
Unnati,FinTech,7000000.0,Noida,2021,"Incofin, NabVentures, Orios"
Lysto,NFT,3000000.0,Bengaluru,2021,BEENEXT
Wakefit,Furniture,20000000.0,Bengaluru,2021,SIG
Buyofuel,Oil & Energy,100000.0,Coimbatore,2021,Inflection Point Ventures
ElectricPe,EV,3000000.0,Bengaluru,2021,"Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,30000000.0,Pune,2021,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-learning,100000.0,Surat,2021,"Ashish Jain, Ajay Surana"
Knocksense,Online Media,150000.0,Lucknow,2021,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,4500000.0,Ahmedabad,2021,"Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,17000000.0,Gurugram,2021,"Investcorp, Omidyar Network"
Doola,Company-as-a-Service,3000000.0,New York,2021,Nexus Venture Partners
EyeMyEye,Eyewear,2000000.0,Gurugram,2021,None
Bombay Hemp Company,Textiles,2000000.0,Mumbai,2021,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,3000000.0,Bengaluru,2021,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,12000000.0,Chennai,2021,Kalaari Capital
Clinikk,Hospital & Health Care,4000000.0,Bengaluru,2021,MassMutual Ventures
Toplyne,Computer Software,2500000.0,Bengaluru,2021,"Sequoia Capital , Together Fund"
Mensa,D2C,135000000.0,Bengaluru,2021,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,8000000.0,Haryana,2021,"Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,1600000.0,Chennai,2021,"Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,20000000.0,Mumbai,2021,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,15000000.0,New Delhi,2021,Sequoia Capital India
Velocity,Financial Services,20000000.0,Bengaluru,2021,Valar Ventures
SalaryBox,Financial Services,4000000.0,Gurugram,2021,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,200000.0,Gurugram,2021,Inflection Point Ventures
Better Capital,Unknown,15000000.0,Santra,2021,Venture Capital & Private Equity
Tickertape,Financial Services,5000000.0,Bengaluru,2021,Smallcase
Zenpay Solutions,Financial Services,3000000.0,New Delhi,2021,"The StarupLab, AngelBay"
Disprz,E-learning,13000000.0,Mumbai,2021,"Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,3000000.0,Mountain View,2021,Sequoia Capital
Inzpira,E-learning,300000.0,Trivandrum,2021,"Raj Nair, Gopinath Latpate"
Defy,Financial Services,5500000.0,Bengaluru,2021,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,HealthCare,6000000.0,Gurugram,2021,"Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,155000.0,Ahmedabad,2021,Unknown
Toppersnotes,Education Management,1000000.0,Jaipur,2021,Inflection Point Ventures
NoBroker,Real Estate,2100000.0,Bengaluru,2021,"General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,20000000.0,Pune,2021,Ascent Capital
True Balance,Financial Services,30000000.0,Gurugram,2021,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,400000.0,Hyderabad,2021,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,700000.0,New Delhi,2021,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,40000000.0,Gurugram,2021,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,500000.0,Bengaluru,2021,"ah! Ventures, We Founder Circle"
Park+,Tech startup,25000000.0,New Delhi,2021,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,21000000.0,Bengaluru,2021,Unknown
Dream Sports,Sports,840000000.0,Mumbai,2021,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,248000000.0,Gurugram,2021,"Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,10000000.0,Bengaluru,2021,"Accel, Bain Capital"
Slice,Financial Services,220000000.0,Bengaluru,2021,"Tiger Global, Insight Partners"
21K School,E-learning,5000000.0,Bengaluru,2021,Ronnie Screwvala
Adda247,E-learning,20000000.0,Gurugram,2021,WestBridge Capital
Loop Health,Hospital & Health Care,12000000.0,Pune,2021,"Elevation, General Catalyst"
Rupifi,Financial Services,1000000.0,Bengaluru,2021,Alteria Capital
RENEE Cosmetics,Cosmetics,1500000.0,Ahmedabad,2021,"Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,400000.0,Gurugram,2021,Nueva
Progcap,FinTech,30000000.0,New Delhi,2021,Tiger Global
Smartstaff,Recruitment,4300000.0,Bengaluru,2021,"Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,570000.0,Mumbai,2021,"Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-commerce,2200000.0,Gurugram,2021,"Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,4700000.0,Mumbai,2021,Kvanto Payment Services
GramCover,Insurance,7000000.0,Noida,2021,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,300000000.0,Bengaluru,2021,"Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,1300000.0,Bengaluru,2021,"Kunal Shah, Better Capital"
Licious,Food & Beverages,52000000.0,Bengaluru,2021,Unknown
Chalo,Mobility,40000000.0,Mumbai,2021,"Lightrock India, Filter Capital"
Kaar Technologies,Information Technology & Services,4000000.0,Chennai,2021,BlackSoil
Kissan Pro,Farming,3000000.0,Jharkhand,2021,EKKI
Sunstone Eduversity,EdTech,28000000.0,Gurugram,2021,WestBridge Capital
Ozonetel,Telecommunications,5000000.0,Hyderabad,2021,Stakeboat Capital
CoinSwitch Kuber,Crypto,260000000.0,Bengaluru,2021,"Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,3500000.0,Bengaluru,2021,"BEENEXT, 3one4 Capital"
kWh Bikes,Automotive,2000000.0,Bengaluru,2021,"Let’s Venture, Better Capital"
IBSFINtech,Information Technology & Services,1000000.0,Bengaluru,2021,Unknown
LeadSquared,Computer Software,3000000.0,Bengaluru,2021,International Finance Corporation
Phool,Renewables & Environment,3000000.0,Kanpur,2021,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
Twin Health,HealthCare,140000000.0,Chennai,2021,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
Trica,Equity Management,3000000.0,Mumbai,2021,LetsVenture
mHealth,HealthCare,3000000.0,New Delhi,2021,India Accelerator
Rebel Foods,Cloud kitchen,175000000.0,Mumbai,2021,Qatar Investment Authority
ProfitWheel,Marketing & Advertising,3000000.0,Mumbai,2021,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
Log 9 Materials,Nanotechnology,2000000.0,Bengaluru,2021,Petronas Ventures
Chingari,Entertainment,19000000.0,Bengaluru,2021,Solana
Ishitva,Computer Software,1000000.0,Ahmedabad,2021,Inflection Point Ventures
Ola Electric,Automotive,200000000.0,Bengaluru,2021,"Falcon Edge, Softbank"
leap,Community,810000.0,Gurugram,2021,"Enzia Ventures, Kunal Shah"
F5,Retail,600000.0,New Delhi,2021,Auxano Capital
ForeignAdmits,Higher Education,400000.0,Bengaluru,2021,Unicorn India Ventures
SALT,Financial Services,500000.0,Bengaluru,2021,"Prashant Pansare, Supermorpheus"
EarnWealth,Financial Services,500000.0,Pune,2021,Unknown
Visit Health,HealthCare,7500000.0,New Delhi,2021,Docprime Technologies
Crater,Media,700000.0,Bengaluru,2021,LC Nueva AIF
NFTically,NFT,1000000.0,Gurugram,2021,"Nitish Mittersain, Gaurav Munjal"
ReshaMandi,B2B,30000000.0,Bengaluru,2021,"9Unicorns, Venture Catalysts, Sandeep Singhal"
Zetwerk,Mechanical Or Industrial Engineering,600000000.0,Bengaluru,2021,TradeCred
Hubilo,Software Startup,125000000.0,Ahmedabad,2021,Alkeon Capital
M2P Fintech,Financial Services,35000000.0,Chennai,2021,Tiger Global
Open Financial Technologies,Financial Services,90000000.0,Bengaluru,2021,"Temasek, Google, SBI Investment"
Niro,Financial Services,3500000.0,Bengaluru,2021,Elevar Equity
Wiingy,E-learning,400000.0,Bengaluru,2021,Aroa Ventures
CarDekho,Automotive,250000000.0,Jaipur,2021,Unknown
Melorra,D2C jewellery,24000000.0,Bengaluru,2021,"9Unicorns, Symphony International Holdings Limited, Value Quest"
AnKa SumMor,Sales and Distribution,1000000.0,Bengaluru,2021,Inflection Point Ventures
Toch,SaaS,11000000.0,Mumbai,2021,Unknown
Playto Labs,E-learning,500000.0,Bengaluru,2021,Inflection Point Ventures
Fraazo,Food & Beverages,50000000.0,Mumbai,2021,WestBridge Capital
Arcana,Information Technology & Services,2300000.0,Bengaluru,2021,"Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,5700000.0,Bengaluru,2021,Data Point Capital
Nap Chief,Apparel & Fashion,200000.0,Mumbai,2021,Titan Capital
AcknoLedger,Crypto,1500000.0,Mumbai,2021,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
ApplicateAI,Information Technology & Services,30000000.0,Gurugram,2021,Unknown
VLCC Health Care,HealthCare,4000000.0,Gurugram,2021,Unknown
Duroflex,Furniture,60000000.0,Bengaluru,2021,Norwest Venture Partners
Aviom India,Financial Services,8000000.0,Bhilwara,2021,Sabre Partners
Onato,Computer Software,2200000.0,Bengaluru,2021,"Vertex Ventures, Omnivore"
Mestastop Solutions,BioTech,100000.0,Bengaluru,2021,CIIE.CO
SaaS Labs,SaaS,17000000.0,Noida,2021,"Base 10 Partners, Eight Roads Ventures"
Devnagri,Translation & Localization,600000.0,Noida,2021,"enture Catalyst, IPV"
CRED,Finance,250000000.0,Bengaluru,2021,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,5000000.0,Noida,2021,"BAce Capital, Heritas Capital, 3Lines Venture Capital"
Totality,Entertainment,1000000.0,Gurugram,2021,"Leo Capital, Mayfield Fund"
CredAble,Financial Services,30000000.0,Mumbai,2021,"Plutus Wealth, Oaks Asset Management"
MarketWolf,Financial Services,5500000.0,Mumbai,2021,"Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
Wondrlab,Marketing & Advertising,7000000.0,Mumbai,2021,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
SUN Mobility,Automotive,50000000.0,Bengaluru,2021,Vitol
Tamasha,Entertainment,3000000.0,Mumbai,2021,Chiratae Ventures
Revfin,Financial Services,4000000.0,New Delhi,2021,"Ruchirans Jaipuria, Rishi Kajaria"
Yu Foodlabs,Food & Beverages,1000000.0,Gurugram,2021,"Manish Choksi, Varun Vakil"
MergerDomo,Investment Banking,500000.0,New Delhi,2021,Nadir B Godrej
FarMart,Farming,10000000.0,Gurugram,2021,Matrix Partners India
Questt,EdTech,6750000.0,Gurugram,2021,Celesta Capital
IDfy,Information Technology & Services,10000000.0,Mumbai,2021,"TransUnion, Blume Ventures"
ClearDekho,Retail,4000000.0,Ghaziabad,2021,Aroa Ventures
BookingJini,Hospitality,1200000.0,Gurugram,2021,Mumbai Angels Network
Sourcewiz,Information Technology & Services,3000000.0,Gurugram,2021,"Blume, Alpha Wave Incubation"
Tvasta,Mechanical Or Industrial Engineering,400000.0,Chennai,2021,Habitat for Humanity International
Kafqa Academy,E-learning,1300000.0,Bengaluru,2021,"Global Founders Capital, Enzia Ventures, Better Capital"
Trell,Social commerce,100000000.0,Bengaluru,2021,Amazon
Storia,Food & Beverages,6000000.0,Mumbai,2021,Sixth Sense Ventures
Clear,Computer Software,75000000.0,Bengaluru,2021,"Kora Capital, Stripe, Alua Capital"
Groww,Finance,250000000.0,Bengaluru,2021,Iconiq Growth
The Indus Valley,Consumer Goods,1100000.0,Chennai,2021,"Rukam Capital, DSG Consumer Partners, The Chennai Angels"
BharatPe,Financial Services,10000000.0,New Delhi,2021,MAS Financial Services
Teachmint,E-learning,78000000.0,Bengaluru,2021,"Rocketship.vc, Vulcan Capital"
Porter,Logistics & Supply Chain,100000000.0,Bengaluru,2021,"Tiger Global, Vitruvian Partners"
O4S,Information Technology & Services,6000000.0,Gurugram,2021,"Think Investments, Venture Highway"
Wobb,Marketing,200000.0,Gurugram,2021,"Alok Kohli, Sanjeev Bhargava"
BASIC Home Loan,Financial Services,3500000.0,Gurugram,2021,"Venture Catalysts, Gruhas Proptech"
Siply,Financial Services,3200000.0,Bengaluru,2021,"LetsVenture, AngelList India, Founder's Room Circle"
BankSathi,Financial Services,500000.0,New Delhi,2021,"Dinesh Godara, Anuj Ahuja, Aditya"
Gramophone,AgriTech,10000000.0,Indore,2021,Z3Partners
Healofy,Femtech,6000000.0,Bengaluru,2021,"Celesta Capital, Omidyar Network India"
E42,Computer Software,5400000.0,Pune,2021,Pavestone Ventures
Spottabl,Human Resources,400000.0,Bengaluru,2021,"LetsVenture, Paradigm Shift VC, Binny Bansal"
DeHaat,Information Technology & Services,115000000.0,Gurugram,2021,"Sofina, Lightrock India, Temasek"
Shumee,Retail,3000000.0,Bengaluru,2021,Dia Mirza
Zolve,Financial Services,40000000.0,Bengaluru,2021,DST Global
Instoried,Computer Software,8000000.0,Bengaluru,2021,"Pritt Investment Partners, 9Unicorns"
SportZchain,Sports,400000.0,Mumbai,2021,"Darq Capital, Jagadeesh Atukuri"
Hypto,Tech startup,3000000.0,Chennai,2021,Stellaris Venture Partners
CHUPPS,Foootwear,1100000.0,Mumbai,2021,Venture Catalysts
Zenduty,Computer Software,1900000.0,Bengaluru,2021,StartupXseed Ventures
R for Rabbit,Consumer Goods,5000000.0,Ahmedabad,2021,Xponentia Capital Partners
Acko,Insurance,255000000.0,Bengaluru,2021,"General Atlantic, Multiples"
LoveLocal,Retail,18000000.0,Mumbai,2021,Vulcan Capital
SupplyNote,Food & Beverages,1200000.0,Noida,2021,Venture Catalysts
Vakilsearch,Legal Services,10000000.0,Chennai,2021,InCorp India
Cloudphysician,Hospital & Health Care,4000000.0,Bengaluru,2021,Elevar Equity
Wiggles,Veterinary,5500000.0,Pune,2021,Anthill Ventures
Avanti Finance,Financial Services,15000000.0,Bengaluru,2021,"Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
Vanity Wagon,Consumer Goods,700000.0,New Delhi,2021,Inflection Point Ventures
Purplle,E-commerce,70000000.0,Mumbai,2021,Kedaara
Wallmantra,Arts & Crafts,3000000.0,Noida,2021,Velocity
MFine,Hospital & Health Care,48000000.0,Bengaluru,2021,"Moore Strategic Ventures, BEENEXT"
Aquatein,Food & Beverages,3000000.0,Mumbai,2021,Eaglewings Ventures
Mentza,E-learning,400000.0,Mumbai,2021,Inflection Point Ventures
ConnectedH,Hospital & Health Care,2300000.0,Gurugram,2021,"Kalaari Capital, Incubate Fund India"
CredAvenue,FinTech,90000000.0,Chennai,2021,"Sequoia Capital, Lightspeed, TVS Capital Funds"
Vedantu,E-learning,100000000.0,Bengaluru,2021,ABC World Asia
Exotel,Telecommunications,35000000.0,Bengaluru,2021,"IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund"
Fantasy Akhada,Sports,2000000.0,Gurugram,2021,Prime Securities Limited
Meesho,Social commerce,570000000.0,Bengaluru,2021,"Fidelity, B Capital"
PumPumPum,Automotive,3000000.0,Gurugram,2021,LC Nueva AIF
Cusmat,Computer Software,100000.0,Hyderabad,2021,We Founder Circle
Homeville,Information Technology & Services,7000000.0,Mumbai,2021,"9Unicorns, Varanium NexGen Fund"
Coinshift,Blockchain,2500000.0,Chandigarh,2021,"Sequoia Capital, Sandeep Nailwal"
Strip Finance,Financial Services,400000.0,Hyderabad,2021,"Old Fashion Research, Nothing Research, Tenzor capital"
Ola Electric,Automotive,200000000.0,Bengaluru,2021,"Falcon Edge, Softbank"
Kolo,Construction,550000.0,Bengaluru,2021,Better Capital
Chqbook,FinTech,5000000.0,Gurugram,2021,"Aavishkaar Capital, Rajiv Dadlani Group"
My3DSelfie,Arts & Crafts,3000000.0,Guwahati,2021,"NEVF, AccelNest"
EV Plugs,Information Technology & Services,150000.0,Gurugram,2021,Unknown
Rulezero,Financial Services,2500000.0,Bengaluru,2021,The Treasury
CredRight,Financial Services,2700000.0,Hyderabad,2021,"9Unicorns, Spearhead Capital, Venture Catalysts"
Karbon Card,FinTech,12000000.0,Bengaluru,2021,"Ramp, Rainfall Ventures, Roka Works, Y Combinator"
Auntie Fung,Food & Beverages,400000.0,Bengaluru,2021,India Angel Network
ePayLater,Financial Services,10000000.0,Mumbai,2021,"Responsibility, Blue Ashva Capital, Pravega Ventures"
Fittr,HealthCare,11000000.0,Pune,2021,"Dream Capital, Elysian Park Ventures"
Medikabazaar,HealthTech,75000000.0,Mumbai,2021,"CDC Group, Creaegis"
Nimble Growth Organics,Farming,3000000.0,Bengaluru,2021,Unknown
Delhivery,Logistics & Supply Chain,125000000.0,Gurugram,2021,"Lee Fixel’s venture capital firm, Addition"
Akudo,Financial Services,4200000.0,Bengaluru,2021,"Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels"
Sanctum Wealth,Investment Management,10000000.0,Mumbai,2021,The Xander Group
88academics,Education,3000000.0,New Delhi,2021,Aarin Capital
Upgame,Sports,3000000.0,Gurugram,2021,"James Milner, Adam Lallana"
Sanfe,HealthCare,1000000.0,New Delhi,2021,"LetsVenture, Ajay Garg, Tarun Sharma"
PredictiVu,Management Consulting,1500000.0,Gurugram,2021,Kunal Sarkar
Sterling Accuris Wellness,Hospital & Health Care,30000000.0,Ahmedabad,2021,Morgan Stanley Private Equity Asia
Bijnis,B2B startup,30000000.0,New Delhi,2021,Westbridge Capital
Capital Float,Financial Services,50000000.0,Bengaluru,2021,Lightrock India
Manch Technologies,Information Technology & Services,1000000.0,Bengaluru,2021,Bharat Inclusion
Sochcast,Online Media,3000000.0,Unknown,2021,"Vinners, Raj Nayak, Amritaanshu Agrawal"
Glamyo Health,Hospital & Health Care,3000000.0,New Delhi,2021,Ananta Capital
CashBook,FinTech,2300000.0,Gurugram,2021,"JAM, Better Tomorrow Ventures"
The Money Club,Financial Services,1700000.0,Noida,2021,"SOSV, Venture Catalysts"
SuperZop,Retail,4000000.0,Mumbai,2021,Incofin’s India Progress Fund
Zypp Electric,Logistics & Supply Chain,7000000.0,Gurugram,2021,"9Unicorns, Anthill Ventures"
Alpha Coach,Professional Training & Coaching,1200000.0,Mumbai,2021,Jani Ventures INC
VRO Hospitality,Hospitality,3000000.0,Bengaluru,2021,CreedCap Asia Advisors
byteXL,E-learning,200000.0,Hyderabad,2021,Joseph Joy
Leena AI,Computer Software,30000000.0,Gurugram,2021,Bessemer Venture Partners
CARS24,Automotive,450000000.0,Gurugram,2021,"DST Global, Falcon Edge, SoftBank Vision Fund 2"
Klub,Financial Services,2000000.0,Bengaluru,2021,Trifecta Capital
Bluepad,Online Media,200000.0,Bengaluru,2021,"Titan Capital, AngelList's syndicate"
FloBiz,Information Technology & Services,31000000.0,Bengaluru,2021,Sequoia Capital India
Tummoc,Mobility,540000.0,Bengaluru,2021,"Vineet Singh, Krishna D, Deependra Bisht, Alan Aim"
Design Cafe,Design,25000000.0,Bengaluru,2021,"Westbridge Capital, Sixth Sense Ventures"
PayCardo,Financial Services,3000000.0,Pune,2021,MaGEHold
Aerchain,Computer Software,3000000.0,Bengaluru,2021,"Season Two Ventures, IndiaMart"
Expertrons,E-learning,3000000.0,Mumbai,2021,"Kunal Shah, Anant Maheshwari"
CuriousJr,E-learning,1000000.0,Gurugram,2021,"WaterBridge Ventures, Enzia Ventures"
Wow! Momo,Food & Beverages,15000000.0,Kolkata,2021,Tree Line Investment Management
Supertails,Consumer Services,700000.0,Bengaluru,2021,Alteria Capital
LifeCell,BioTech,30000000.0,Chennai,2021,Orbimed Asia Partners
ZestMoney,Financial Services,50000000.0,Bengaluru,2021,Zip Co
FrontRow,E-learning,14000000.0,Bengaluru,2021,"Eight Roads Ventures, GSV"
HappyCredit,FinTech,600000.0,Bengaluru,2021,"Kunal Shah, Krishna Kumar"
Endimension,HealthCare,300000.0,Mumbai,2021,Inflection Point Ventures
Frenzi,Online Media,3000000.0,Mumbai,2021,SucSEED Indovation Fund
Leverage Edu,Higher Education,3000000.0,New Delhi,2021,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh"
BeepKart,Automotive,3000000.0,Bengaluru,2021,"Stellaris Venture Partners, Chiratae Ventures"
Lio,Computer Software,5000000.0,Pune,2021,"Lightspeed, Sequioa"
TravClan,B2B Travel,2200000.0,New Delhi,2021,TheVentures
WickedGud,Food & Beverages,340000.0,Mumbai,2021,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja"
Enercomp,Information Technology & Services,200000.0,Ahmedabad,2021,ah! Ventures
BetterPlace,Information Technology & Services,24000000.0,Bengaluru,2021,"Jungle Ventures, CX Partners"
Medpho,Hospital & Health Care,1000000.0,Noida,2021,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj"
LivQuik Technology,Financial Services,4000000.0,Mumbai,2021,M2P Fintech
EventBeep,EdTech,3000000.0,Pune,2021,"SucSEED  Indovation Fund, Uincept, Palimala Ventures"
GTM Buddy,Computer Software,2000000.0,Hyderabad,2021,Stellaris Venture Partners
Gobbly,Retail,900000.0,Gurugram,2021,"Anicut Angel Fund, Sauce.VC"
HexaHealth,HealthTech,4500000.0,Mumbai,2021,"Omidyar Network India, Chiratae Ventures"
Eupheus Learning,E-learning,10000000.0,New Delhi,2021,Lightrock India
Easiloan,FinTech,1000000.0,Mumbai,2021,Tomorrow Capital
Anar,Information Technology & Services,6200000.0,Mumbai,2021,"Elevation Capital, Accel India"
Shadez,Consumer Services,200000.0,Mumbai,2021,Inflection Point Ventures
Vahan,Information Technology & Services,8000000.0,Bengaluru,2021,Khosla Ventures
MPL,Sports,3000000.0,Bengaluru,2021,Legatum Capital
Tinkerly,EdTech,800000.0,Jaipur,2021,Navneet Education
Godamwale,Logistics & Supply Chain,1000000.0,Mumbai,2021,Unknown
Artium Academy,Music,750000.0,Mumbai,2021,"Sonu Nigam, Whiteboard Capital"
Awon GameZ,Gaming,2000000.0,Noida,2021,Aditya Duggar
Ayu Health,HealthCare,6300000.0,Bengaluru,2021,"Vertex Ventures, Stellaris Venture Partners"
Apna,Recruitment,100000000.0,Bengaluru,2021,Tiger Global
BharatAgri,AgriTech,6500000.0,Bengaluru,2021,"Omnivore, India Quotient"
Flatheads,Apparel & Fashion,1000000.0,Bengaluru,2021,"We Founder Circle, Dexter Angels"
Boutique Spirit Brands,Wine & Spirits,10000000.0,New Delhi,2021,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred"
eShipz,SaaS,700000.0,Bengaluru,2021,"Indian Angel Network, Axilor"
Pine Labs,Information Technology & Services,100000000.0,Noida,2021,Invesco Developing Markets Fund
