Company/Brand,Sector,Amount($),HeadQuarter,Year,Investor
The Sleep Company,Consumer Goods,1000000.0,Mumbai,2021,Fireside Ventures
TyrePlex,B2B E-commerce,3000000.0,New Delhi,2021,AdvantEdge Founders
ION Energy,Automotive,3600000.0,Mumbai,2021,Unknown
Digit Insurance,Insuretech,200000000.0,Bengaluru,2021,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
FRAAZO,Food & Beverages,11000000.0,Mumbai,2021,"Sixth Sense Ventures, NABVENTURES"
Licious,Food & Beverages,192000000.0,Bengaluru,2021,"Temasek, Multiples PE"
WinZO,Gaming,65000000.0,New Delhi,2021,Griffin Gaming Partners
Furlenco,Consumer Goods,100000000.0,Bengaluru,2021,Zinnia Global
Skylark Drones,Aviation,3000000.0,Bengaluru,2021,"InfoEdge Ventures, IAN Fund"
Leegality,IT company,3000000.0,Gurugram,2021,"IIFL, Mumbai Angels"
Arcatron Mobility,HealthCare,3000000.0,Pune,2021,Klub
TWID,FinTech,2500000.0,Bengaluru,2021,"BEENEXT, Sequoia’s Surge"
PeakPerformer,EdTech,3000000.0,Bengaluru,2021,Antler India
MyMobiForce,Internet,1400000.0,Noida,2021,Bharat Inclusion
Pine Labs,Information Technology,600000.0,Noida,2021,"Fidelity, BlackRock"
Genworks Health,HealthCare,2000000.0,Bengaluru,2021,Blacksoil
Pocketly,FinTech,3000000.0,Bengaluru,2021,Unknown
Neverinstall,Information Technology,370000.0,Bengaluru,2021,Speciale Invest
CoRover,Information Technology,3000000.0,Bengaluru,2021,Canbank Venture Capital Fund
BeatO,HealthCare,5000000.0,New Delhi,2021,W Health Ventures
Earth Rhythm,Cosmetics,1200000.0,Gurugram,2021,Anicut Angel Fund
Fountain9,Computer software,1900000.0,Mumbai,2021,"021 Capital, Y Combinator"
Rockclimber,Food & Beverages,1000000.0,Bengaluru,2021,Anand Prakash Sharma
SpEd@home,EdTech,300000.0,Mumbai,2021,Unknown
CanPe,Computer software,3000000.0,Bengaluru,2021,Axilor Ventures
Green Soul,Consumer Goods,200000.0,Ambernath,2021,velocity.in
Shiprocket,Logistics,41000000.0,New Delhi,2021,"March Capital, Tribe Capital"
DealShare,Retail,144000000.0,Bengaluru,2021,Tiger Global
Teachmint,EdTech,20000000.0,Bengaluru,2021,Learn Capital
Vahak,Transportation,5000000.0,Bengaluru,2021,RTP Global
goSTOPS,Hospitality,1000000.0,New Delhi,2021,"IAN, Yuj Ventures"
Codedamn,Computer software,3000000.0,New Delhi,2021,Antler India
Biocraft Innovation Technology,Environmental service,3000000.0,Noida,2021,JITO Angel Network
Powerplay,Construction,5200000.0,Bengaluru,2021,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,3000000.0,Bengaluru,2021,Uday Sodhi
Delhivery,Logistics,270000000.0,Gurugram,2021,"Fidelity, GIC"
Avishkaar,EdTech,600000.0,New Delhi,2021,Auxano
Jobsgaar,Job discovery platform,140000.0,New Delhi,2021,SucSEED Indovation Fund
Almo,D2C,3000000.0,Gurugram,2021,Angelist India
Breathe Well-being,HealthCare,1000000.0,New Delhi,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,3000000.0,Chennai,2021,Speciale Invest
Good Health Clinic,HealthCare,5000000.0,Hyderabad,2021,Khosla Ventures
Urban Company,Home services,250000000.0,New Delhi,2021,"Vy Capital, Wellington Management"
MYBYK,Rental,1000000.0,Ahmadabad,2021,Avon Cycles
Locus,Logistics,50000000.0,Bengaluru,2021,"Blume Ventures, Exfinity Venture Partners"
Crejo,EdTech,3000000.0,Bengaluru,2021,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,500000.0,Bengaluru,2021,"HNIs, Angels"
KreditBee,FinTech,8000000.0,Bengaluru,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,400000.0,Pune,2021,Inflection Point Ventures
Onelife Nutriscience,HealthCare,3000000.0,Mumbai,2021,Lasons India
Flatheads,Fashion,3000000.0,Bengaluru,2021,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,3000000.0,Mumbai,2021,Paytm
Holisol,Logistics,3000000.0,New Delhi,2021,"BlackSoil, CLSA Capital Partners"
Now&Me,HealthCare,1000000.0,New Delhi,2021,"Saama, Whiteboard Capital"
Fyllo,AgriTech,400000.0,Bengaluru,2021,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,HealthCare,3000000.0,Bengaluru,2021,Unknown
Blaer Motors,Mobility,300000.0,Chennai,2021,The Chennai Angels
Swiflearn,EdTech,3000000.0,Gurugram,2021,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,3000000.0,Bengaluru,2021,"State Bank of India, Y Combinator"
QuickSell,E-commerce,2000000.0,Mumbai,2021,"Sanjay Baldwa, Ajay Jain"
Truemeds,HealthCare,5000000.0,Mumbai,2021,InfoEdge
Candes,E-commerce,3000000.0,New Delhi,2021,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,HealthCare,3000000.0,Bengaluru,2021,"Stride Ventures, InnoVen Capital"
F5,Food & Beverages,300000.0,New Delhi,2021,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,6000000.0,Bengaluru,2021,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT,100000.0,Panchkula,2021,Unknown
Shyplite,Logistics,1000000.0,New Delhi,2021,N+1 Capital
Refyne,FinTech,20000000.0,Bengaluru,2021,"DST Global, RTP Global"
Greenjoules,Renewable Energy,4500000.0,Pune,2021,Blue Ashva Capital
MentorKart,Consulting,150000.0,New Delhi,2021,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,2000000.0,New Delhi,2021,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,5000000.0,Thane,2021,Inflexor Ventures
CustomerGlu,CRM,320000.0,Bengaluru,2021,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV,2000000.0,Bengaluru,2021,growX ventures
Wellbeing Nutrition,HealthCare,3000000.0,Mumbai,2021,Klub
Pee Safe,HealthCare,3000000.0,Gurugram,2021,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,1000000.0,New Delhi,2021,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,1800000.0,Bengaluru,2021,Kalaari Capital
Dropshop,Logistics,1000000.0,Bengaluru,2021,Inflection Point Ventures
Jumbotail,E-commerce,4000000.0,Bengaluru,2021,Alteria Capital
BYJU'S,EdTech,350000000.0,Bengaluru,2021,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,1000000.0,New Delhi,2021,"Venture Catalysts, 9unicorns"
Convosight,SaaS,9000000.0,New Delhi,2021,Qualgro
Junio,FinTech,600000.0,New Delhi,2021,"Amit Lakhotia, Pravin Jadhav"
Wherehouse,Logistics,3000000.0,New Delhi,2021,Better Capital
Flexmoney,FinTech,4800000.0,Mumbai,2021,Pravega Ventures
Fampay,FinTech,38000000.0,Bengaluru,2021,"Greenoaks Capital, Elevation Capital"
Apna,Human Resources,70000000.0,Bengaluru,2021,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,4000000.0,Surat,2021,Unknown
WaterScience,D2C,3000000.0,Bengaluru,2021,Unknown
BrowserStack,SaaS,200000000.0,Mumbai,2021,Accel
Vital,Insuretech,3000000.0,New Delhi,2021,BLinC Invest
Juicy chemistry,HealthCare,3000000.0,Coimbatore,2021,Spring Marketing Capital
Samaaro,SaaS,125000.0,Bengaluru,2021,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,500000.0,Mumbai,2021,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,1000000.0,Andheri,2021,"TNF Ventures, Razorpay"
RenewBuy,Insuretech,45000000.0,Gurugram,2021,"Lok Capital, IIFL Asset Management"
saarthi,AI,3000000.0,Bengaluru,2021,Nvidia Inception
Kutumb,Community platform,26000000.0,Bengaluru,2021,"Tiger Global Management, DST Global"
Superplum,AgriTech,3800000.0,Noida,2021,Marquee investors
Upside AI,FinTech,1200000.0,Mumbai,2021,Endiya Partners
PazCare,Insuretech,3000000.0,Bengaluru,2021,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,HealthCare,3000000.0,Bengaluru,2021,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,6000000.0,Mumbai,2021,Sequoia Capital India
Bimaplan,Insuretech,2500000.0,Bengaluru,2021,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,3000000.0,Gurugram,2021,"Goat Capital, JAM Fund"
CityMall,E-commerce,22000000.0,Gurugram,2021,"General Catalyst, Jungle Ventures"
BYJU’S,EdTech,50000000.0,Bengaluru,2021,"Blackstone Group, ADQ"
India Quotient,Unknown,64000000.0,Mumbai,2021,Venture capitalist
The Switch Fix,HealthCare,3000000.0,Gurugram,2021,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech,1500000.0,Haryana,2021,Unknown
DigiSparsh,FinTech,3000000.0,Mumbai,2021,GoAhead Ventures
CoffeeMug,Networking,620000.0,New Delhi,2021,"Paradigm Shift Capital, AngelList India"
Pathfndr,SaaS,3000000.0,Bengaluru,2021,Arali Ventures
BigLeap,Recruitment,600000.0,Hyderabad,2021,Anup Kumar Yama
Kazam,EV,900000.0,Bengaluru,2021,Inflection Point Ventures
MYRE Capital,Commercial Real Estate,6000000.0,Mumbai,2021,None
BimaPe,FinTech,500000.0,Mumbai,2021,"iSeed, Titan Capital"
MicroDegree,EdTech,3000000.0,Mangalore,2021,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,1000000.0,Ahmadabad,2021,"JITO Angel Network, LetsVenture"
Synapsica,HealthCare,4000000.0,New Delhi,2021,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,3000000.0,Gurugram,2021,9Unicorns
Plutomen,AR startup,300000.0,Ahmadabad,2021,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,42000000.0,Gurugram,2021,"Tiger Global, Sequoia"
Grinntech,Automotive,2000000.0,Chennai,2021,Unknown
Nobel Hygiene,HealthCare,60000000.0,Mumbai,2021,Quadria Capital
Green Cure,HealthCare,3000000.0,New Delhi,2021,Venture Catalysts
Classplus,EdTech,65000000.0,Noida,2021,Tiger Global
WINDO,E-commerce,500000.0,Hyderabad,2021,Unicorn India Ventures
ApnaKlub,E-commerce,3000000.0,Bengaluru,2021,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,3000000.0,New Delhi,2021,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,3000000.0,Mumbai,2021,Ashish Shah
Navars,EdTech,3000000.0,Hyderabad,2021,Faad Network
GoBolt,Logistics,20000000.0,Gurugram,2021,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,9000000.0,Bengaluru,2021,"Krafton, Lumikai"
Auric,HealthCare,2000000.0,New Delhi,2021,Venture Catalysts
Edmingle,EdTech,300000.0,Bengaluru,2021,"Indovation Fund, Mumbai Angels"
Slice,FinTech,20000000.0,Bengaluru,2021,"Gunosy, Blume Ventures"
Humit,Music,3000000.0,Bengaluru,2021,Antler India
Airblack,IT,5200000.0,Gurugram,2021,"Edge Ventures, Elevation Capital"
NIRAMAI,HealthCare,3000000.0,Bengaluru,2021,CDC Group
Intervue,SaaS,3000000.0,New Delhi,2021,"Titan Capital, Kunal Shah"
Nestroots,Fashion,100000.0,Gurugram,2021,We Founder Circle
Detect Technologies,Automation,12000000.0,Chennai,2021,"Accel Partners, Elevation Capital"
CredR,Automotive,6500000.0,Bengaluru,2021,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,125000000.0,Hyderabad,2021,"Norfund, The Rise Fund"
TABLT,HealthCare,3000000.0,Kolkata,2021,Siti Cable
Hesa,IT,2000000.0,Hyderabad,2021,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,3000000.0,Gurugram,2021,Crossbeam Venture Partners
Nalanda Learning,EdTech,5000000.0,Kolkata,2021,Aavishkaar Capital
Chargeup,Renewable Energy,3000000.0,New Delhi,2021,Mapmyindia
Knackit,IT,100000.0,Bengaluru,2021,Jyoti Bansal
Treebo Hotels,Hospitality,16000000.0,Bengaluru,2021,Accor
Raptee Energy,Automotive,700000.0,Chennai,2021,Unknown
Meddo,HealthCare,6000000.0,Gurugram,2021,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,2600000.0,Bengaluru,2021,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,300000.0,Bengaluru,2021,Titan Capital
Cancer Clinics,HealthCare,1500000.0,Telugana,2021,Axilor
Velocity,FinTech,1300000.0,Bengaluru,2021,Valar Ventures
Happy Jars,Food & Beverages,400000.0,New Delhi,2021,Inflection Point Ventures
Inshorts,Media,40000000.0,Noida,2021,"Addition, SIG Global India Fund"
ExtraaEdge,MarTech,1000000.0,Pune,2021,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech,1250000.0,Pune,2021,Alfa Ventures
Voiro,Advertisement,1800000.0,Bengaluru,2021,1Crowd
Dream Sports,Gaming,400000000.0,Mumbai,2021,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,AgriTech,50000000.0,New Delhi,2021,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,3000000.0,Bengaluru,2021,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,4100000.0,Bengaluru,2021,Quona Capital
Moneyboxx,FinTech,3000000.0,Mumbai,2021,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,11000000.0,Gurugram,2021,"WaterBridge Ventures, SAIF Partners"
Janani,HealthCare,1000000.0,Bengaluru,2021,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,AgriTech,1700000.0,Bengaluru,2021,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,2000000.0,New Delhi,2021,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,27000000.0,Gurugram,2021,"PayU, Google"
Homingos,Augmented reality,3000000.0,Bengaluru,2021,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech,3000000.0,Mumbai,2021,"Titan Capital, First Cheque"
Five Star Finance,FinTech,234000000.0,Chennai,2021,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,3000000.0,Bengaluru,2021,MaGEHold Pte. Ltd.
BYJU'S,EdTech,460000000.0,Bengaluru,2021,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,30000000.0,Bhubaneswar,2021,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,HealthCare,13500000.0,Bengaluru,2021,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,5000000.0,Bengaluru,2021,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C,4000000.0,Mumbai,2021,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,5100000.0,New Delhi,2021,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,195000000.0,Bengaluru,2021,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,125000.0,Bengaluru,2021,Y Combinator
NeoDove,AI,15000000.0,Jaipur,2021,India Quotient
Zaara Biotech,BioTechnology,10000000.0,Kottayam,2021,TCN International Commerce
KreditBee,FinTech,75000000.0,Bengaluru,2021,"Alpine Capital, PremjiInvest"
True Balance,FinTech,10000000.0,Gurugram,2021,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,1000000.0,Bengaluru,2021,Unknown
Purplle,Beauty products,45000000.0,Mumbai,2021,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech,10000000.0,Bengaluru,2021,Elevation Capital
Jeevam Health,HealthCare,1500000.0,New Delhi,2021,Y Combinator
NewLink Group,Tech,200000000.0,Beijing,2021,Bain Capital
OZiva,HealthCare,12000000.0,Mumbai,2021,"F-Prime Capital, Eight Roads Ventures India"
Blive,Tourism,1000000.0,Panaji,2021,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Gaming,30000000.0,Mumbai,2021,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,Automotive,2600000.0,New Delhi,2021,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,7300000.0,Bengaluru,2021,"Techstars, Ryan Johnson"
Prescinto,Solar,3500000.0,Gujarat,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,20000000.0,Mumbai,2021,Bessemer Venture Partners
Chirrup,Gaming,300000.0,Bengaluru,2021,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,75000000.0,Gurugram,2021,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,5000000.0,Bengaluru,2021,Angel investors
Juicy Chemistry,HealthCare,6300000.0,Coimbatore,2021,Akya Ventures
Svasti Microfinance,FinTech,4000000.0,Mumbai,2021,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,2000000.0,New Delhi,2021,Titan Capital
Wysa,AI,3000000.0,Bengaluru,2021,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,40000000.0,Mumbai,2021,Unknown
Indifi,FinTech,5000000.0,Gurugram,2021,"Elevar Equity, Accel India"
Firmway,FinTech,3000000.0,Mumbai,2021,Unknown
Say Cheese,FemTech,1000000.0,Mumbai,2021,Unknown
Indic Inspirations,Cultural,300000.0,Pune,2021,Marquee investors
Bimaplan,FinTech,500000.0,Mumbai,2021,"Titan Capital, Y Combinator"
YAP,FinTech,10000000.0,Chennai,2021,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,17000000.0,Bengaluru,2021,Jungle Ventures
BlackSoil NBFC,FinTech,3000000.0,Mumbai,2021,Unknown
OYO,Hospitality,200000000.0,Gurugram,2021,Hindustan Media Venture
Max Healthcare,HealthCare,140000000.0,New Delhi,2021,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,2000000.0,Bengaluru,2021,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,400000.0,New Delhi,2021,Richard Rekhy
Stylework,Co-working,500000.0,Gurugram,2021,Inflection Point Ventures
Kinara Capital,FinTech,6000000.0,Bengaluru,2021,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,5000000.0,Bengaluru,2021,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,20000000.0,Gurugram,2021,Krafton
Quizizz,EdTech,12500000.0,Bengaluru,2021,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,20000000.0,New Delhi,2021,"CDC Group, Partners Group"
Turtlemint,InsureTech,45000000.0,Mumbai,2021,Jungle Ventures
Captain Fresh,Supply chain platform,3000000.0,Bengaluru,2021,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,10000000.0,Chennai,2021,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,800000.0,Bengaluru,2021,Angel investors
IGL,Gaming,500000.0,Mumbai,2021,"Hungama, Hindustan Talkies"
AMPM,E-commerce,200000.0,Gurugram,2021,Agility Venture Partners
The ePlane,Drone,1000000.0,Chennai,2021,"Speciale Invest, Farid Ahsan"
Cashify,E-commerce,15000000.0,Gurugram,2021,"Bessemer Venture Partners, CDH Investments"
Bijnis,B2B service,3000000.0,New Delhi,2021,"Sequoia Capital India, Matrix Partners India"
Questt,EdTech,1000000.0,Gurugram,2021,"Chiratae Ventures, AET Fund"
DealShare,E-commerce,3000000.0,Jaipur,2021,"Omidyar Network, Falcon Edge Capital"
Euler Motors,Automotive,4000000.0,New Delhi,2021,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,FinTech,40000000.0,Mumbai,2021,Avendus
KoineArth,Blockchain startup,1800000.0,Bengaluru,2021,YourNest
ImaginXP,EdTech,1500000.0,Pune,2021,Venture Catalysts
Virohan,EdTech,3000000.0,Gurugram,2021,"National Skill Development Corporation, Rianta Capital"
Apna,Recruitment,12500000.0,Bengaluru,2021,"Sequoia Capital India, Rocketship.vc"
ideaForge,Drone,2000000.0,Mumbai,2021,"Infosys, Qualcomm Ventures"
Clairco,CleanTech,500000.0,Bengaluru,2021,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,FinTech,50000000.0,Chennai,2021,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,Fashion,95000000.0,Faridabad,2021,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,Automotive,3000000.0,New Delhi,2021,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,EdTech,3000000.0,Gurugram,2021,"Rebright Partners, Wadhwani Foundation"
BankSathi,FinTech,200000.0,New Delhi,2021,"Dinesh Godara, Aditya Talwar"
Spark Studio,EdTech,3000000.0,Bengaluru,2021,Better Capital
BlissClub,Fashion,2000000.0,Bengaluru,2021,Elevation Capital
BricSpaces,Real estate,350000.0,Bengaluru,2021,Angel investors
ANSR,Consulting,15000000.0,Bengaluru,2021,"Sistema Asia Capital, Evolvence India Fund"
Keito,AI,3000000.0,Pune,2021,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Sports,400000.0,Gurugram,2021,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Renewable Energy,15000000.0,Mumbai,2021,"JITO Angel Network, LetsVenture"
Karbon Card,FinTech,1000000.0,Bengaluru,2021,"MyAsia VC, Orios Venture Partners"
Wysa,AI,5000000.0,Bengaluru,2021,"W Health Ventures, Pi Ventures"
Agnikul,SpaceTech,11000000.0,Chennai,2021,"Artha India Ventures, Sriram Krishnan"
LegalPay,FinTech,3000000.0,New Delhi,2021,9Unicorns
Glamplus,SaaS,200000.0,Bengaluru,2021,Inflection Point Ventures
Tekie,EdTech,1500000.0,Gurugram,2021,"GSV, Multiply Ventures"
Asirvad Microfinance,FinTech,15000000.0,Chennai,2021,"WorldBusiness Capital, Northern Arc"
Avalon Labs,FinTech,3000000.0,Bengaluru,2021,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf,Matrimony,3000000.0,Bengaluru,2021,"Y Combinator, Rehan A Khan"
Koo,Social Media,30000000.0,Bengaluru,2021,"Balaji Srinivasan, Naval Ravikant"
Rezo,AI,3000000.0,Noida,2021,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,200000.0,Mumbai,2021,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Human Resources,1800000.0,Bengaluru,2021,"Varun Alagh, Harish Daiya"
Clensta,BioTechnology,600000.0,New Delhi,2021,"IAN Fund, World Startup Factory"
FarMart,AgriTech,24000000.0,Gurugram,2021,"Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,8000000.0,Mumbai,2021,"Brex, Y-Combinator"
Polygon,Crypto,3000000.0,Mumbai,2021,"Mark Cuban, MiH Ventures"
Get My Parking,Mobility,6000000.0,New Delhi,2021,"IvyCap Ventures, IAN Fund"
Cellestial,Electronics,500000.0,Hyderabad,2021,"Gurj Aujla, Ashik K"
FanCode,Sports,50000000.0,Mumbai,2021,Dream Sports
Jai Kisan,FinTech,30000000.0,Mumbai,2021,"The Chatterjee Group, Prophetic Ventures"
Plum,HealthCare,15000000.0,Bengaluru,2021,"Harsh Jain, Lalit Keshre"
ThatMate,HealthCare,140000.0,Satara,2021,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,200000.0,Mumbai,2021,ah! Ventures
Convin,SaaS,300000.0,Bengaluru,2021,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,50000000.0,Bengaluru,2021,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,200000.0,Ahmadabad,2021,Pravesh Mehta
MedTel Healthcare,HealthCare,5000000.0,Orissia,2021,Unknown
Pickright Technologies,FinTech,200000.0,Bengaluru,2021,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,3000000.0,New Delhi,2021,Lead Angels
BharatPe,FinTech,6000000.0,New Delhi,2021,"Amplo, Insight Partners"
RuleZero,Tech,1000000.0,Bengaluru,2021,"Induslaw, Reddy Futures"
Rubix Data Sciences,IT,800000.0,Mumbai,2021,Unknown
Locobuzz,Analytics,4000000.0,Mumbai,2021,Yuj Ventures
We Founder Circle,FinTech,2000000.0,Mumbai,2021,Geekster
Haqdarshak,Finance,800000.0,Jaipur,2021,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,3000000.0,Mumbai,2021,Eaglewings Ventures
Enthu,AI,200000.0,Chandigarh,2021,Appit Simple Infotek
Myelin Foundry,AI,1000000.0,Bengaluru,2021,Beyond Next Ventures
SuperOps,AI,3000000.0,Chennai,2021,"Ramakant Sharma, Elevation Capital"
6Degree,Retail,1000000.0,Mumbai,2021,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,16500000.0,Bengaluru,2021,"Lightspeed India Partners, CM Ventures"
Sarathi,HealthCare,100000.0,Jodhpur,2021,Unknown
Jidoka Technologies,Software,340000.0,Chennai,2021,Unknown
Rapido,Transportation,43000000.0,Bengaluru,2021,"Skycatcher, Nexus Venture Partners"
BYJU'S,EdTech,150000000.0,Bengaluru,2021,"Tiga Investments, Baron Capital"
ElasticRun,E-commerce,75000000.0,Pune,2021,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,3000000.0,Bengaluru,2021,"Alteria Capital, Matrix Partners India"
Nivesh,FinTech,1600000.0,Noida,2021,"Raghav Kapur, Indian Angel Network"
Thingsup,IOT,1000000.0,Pune,2021,GSF Accelerator
Arthya Wealth and Investments,FinTech,1000000.0,Mumbai,2021,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-commerce,60000000.0,Mumbai,2021,"Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,50000000.0,Bengaluru,2021,"Capital Group, Falcon Edge"
Kiko Live,Commerce,1000000.0,Gurugram,2021,"Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer Software,3000000.0,Hyderabad,2021,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,1000000.0,Mumbai,2021,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Defense & Space,3000000.0,Bengaluru,2021,Baring PE India
Ruptok Fintech,Financial Services,2000000.0,New Delhi,2021,Manuvel Malabar Jewellers
VilCart,Retail,2000000.0,Bengaluru,2021,Nabventures
Dogsee Chew,Food & Beverages,7000000.0,Bengaluru,2021,Sixth Sense Ventures
Advantage Club,HR Tech,3300000.0,Gurugram,2021,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,150000.0,Bengaluru,2021,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,92000000.0,Bengaluru,2021,SternAegis Ventures
Leap India,Logistics & Supply Chain,10000000.0,Mumbai,2021,CDC Group
SuperBottoms,Consumer Goods,400000.0,Mumbai,2021,Alteria Capital
Cora Health,HealthCare,600000.0,Bengaluru,2021,Indian Angel Network
Battery Smart,Renewables & Environment,7000000.0,New Delhi,2021,"Blume Ventures, Orios Ventures"
The Good Glamm Group,Information Technology & Services,150000000.0,Pune,2021,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,HealthCare,24000000.0,Mumbai,2021,Sequoia
CloudFiles,SaaS,300000.0,Bengaluru,2021,Titan Capital
The Viral Fever,Entertainment,2000000.0,Mumbai,2021,BlackSoil
Xpand,Retail,1500000.0,New Delhi,2021,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-commerce,7000000.0,Hyderabad,2021,OAKS Asset Management
Prodo,Business Supplies & Equipment,300000.0,New Delhi,2021,"Titan Capital, LetsVenture"
